policyID,statecode,county,line,construction,point_granularity
554567,FL,PALM BEACH COUNTY,Residential,Masonry,1
870480,FL,PALM BEACH COUNTY,Residential,Masonry,1
551665,FL,PALM BEACH COUNTY,Residential,Wood,1
738177,FL,PALM BEACH COUNTY,Residential,Masonry,1
278723,FL,PALM BEACH COUNTY,Residential,Masonry,1
995543,FL,PALM BEACH COUNTY,Commercial,Reinforced Concrete,1
487904,FL,PALM BEACH COUNTY,Residential,Masonry,4
873541,FL,PALM BEACH COUNTY,Residential,Wood,1
958487,FL,PALM BEACH COUNTY,Residential,Masonry,1
502894,FL,PALM BEACH COUNTY,Residential,Wood,3
520240,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,1
402681,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
902316,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,4
341889,FL,PALM BEACH COUNTY,Residential,Masonry,1
410346,FL,PALM BEACH COUNTY,Residential,Wood,1
459633,FL,PALM BEACH COUNTY,Residential,Masonry,3
378305,FL,PALM BEACH COUNTY,Residential,Masonry,3
371805,FL,PALM BEACH COUNTY,Residential,Masonry,3
202307,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
335540,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
921553,FL,PALM BEACH COUNTY,Commercial,Steel Frame,1
951481,FL,PALM BEACH COUNTY,Residential,Masonry,1
596252,FL,PALM BEACH COUNTY,Residential,Masonry,1
796222,FL,PALM BEACH COUNTY,Commercial,Reinforced Concrete,1
737779,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,1
910143,FL,PALM BEACH COUNTY,Residential,Masonry,1
436594,FL,PALM BEACH COUNTY,Residential,Masonry,1
688359,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,1
861346,FL,PALM BEACH COUNTY,Residential,Masonry,4
761129,FL,PALM BEACH COUNTY,Residential,Masonry,4
210613,FL,PALM BEACH COUNTY,Residential,Masonry,4
200495,FL,PALM BEACH COUNTY,Residential,Wood,4
608271,FL,PALM BEACH COUNTY,Residential,Wood,1
323774,FL,PALM BEACH COUNTY,Residential,Wood,1
551721,FL,PALM BEACH COUNTY,Residential,Masonry,3
495689,FL,PALM BEACH COUNTY,Residential,Wood,1
825160,FL,PALM BEACH COUNTY,Residential,Wood,4
763893,FL,PALM BEACH COUNTY,Residential,Wood,1
574795,FL,PALM BEACH COUNTY,Residential,Wood,1
337851,FL,PALM BEACH COUNTY,Residential,Wood,1
249205,FL,PALM BEACH COUNTY,Residential,Wood,1
480325,FL,PALM BEACH COUNTY,Residential,Masonry,1
419943,FL,PALM BEACH COUNTY,Residential,Wood,3
333696,FL,PALM BEACH COUNTY,Residential,Masonry,1
378254,FL,PALM BEACH COUNTY,Residential,Wood,1
117340,FL,PALM BEACH COUNTY,Residential,Wood,3
109518,FL,PALM BEACH COUNTY,Residential,Wood,4
291779,FL,PALM BEACH COUNTY,Residential,Wood,1
371929,FL,PALM BEACH COUNTY,Residential,Wood,1
855093,FL,PALM BEACH COUNTY,Residential,Wood,1
342262,FL,PALM BEACH COUNTY,Residential,Wood,1
542919,FL,PALM BEACH COUNTY,Residential,Wood,1
971174,FL,PALM BEACH COUNTY,Residential,Wood,1
319566,FL,PALM BEACH COUNTY,Residential,Wood,1
416473,FL,PALM BEACH COUNTY,Residential,Wood,1
478961,FL,PALM BEACH COUNTY,Residential,Wood,1
662198,FL,PALM BEACH COUNTY,Residential,Wood,1
636696,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
422878,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
915505,FL,PALM BEACH COUNTY,Residential,Wood,3
187179,FL,PALM BEACH COUNTY,Residential,Wood,3
233724,FL,PALM BEACH COUNTY,Residential,Wood,3
615387,FL,PALM BEACH COUNTY,Residential,Wood,3
180822,FL,PALM BEACH COUNTY,Residential,Masonry,1
952183,FL,PALM BEACH COUNTY,Residential,Masonry,1
341179,FL,PALM BEACH COUNTY,Residential,Wood,1
369371,FL,PALM BEACH COUNTY,Residential,Masonry,1
307614,FL,PALM BEACH COUNTY,Residential,Wood,1
813167,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,1
165371,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,1
120549,FL,PALM BEACH COUNTY,Residential,Wood,1
201068,FL,PALM BEACH COUNTY,Residential,Wood,1
568776,FL,PALM BEACH COUNTY,Residential,Wood,1
511662,FL,PALM BEACH COUNTY,Residential,Wood,1
812641,FL,PALM BEACH COUNTY,Residential,Wood,1
967748,FL,PALM BEACH COUNTY,Residential,Wood,1
241941,FL,PALM BEACH COUNTY,Residential,Masonry,3
689620,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
160107,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
258560,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
386578,FL,PALM BEACH COUNTY,Residential,Masonry,3
957751,FL,PALM BEACH COUNTY,Residential,Wood,3
589392,FL,PALM BEACH COUNTY,Residential,Wood,3
770093,FL,PALM BEACH COUNTY,Residential,Wood,3
462241,FL,PALM BEACH COUNTY,Residential,Wood,3
798867,FL,PALM BEACH COUNTY,Residential,Wood,3
133550,FL,PALM BEACH COUNTY,Residential,Wood,3
627029,FL,PALM BEACH COUNTY,Residential,Wood,3
455833,FL,PALM BEACH COUNTY,Residential,Wood,3
736380,FL,PALM BEACH COUNTY,Residential,Masonry,1
941856,FL,PALM BEACH COUNTY,Residential,Masonry,1
372447,FL,PALM BEACH COUNTY,Residential,Masonry,1
728595,FL,PALM BEACH COUNTY,Residential,Masonry,1
532738,FL,PALM BEACH COUNTY,Residential,Masonry,1
425230,FL,PALM BEACH COUNTY,Residential,Masonry,1
741940,FL,PALM BEACH COUNTY,Residential,Masonry,1
899900,FL,PALM BEACH COUNTY,Commercial,Steel Frame,1
927589,FL,PALM BEACH COUNTY,Commercial,Reinforced Concrete,1
130982,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,1
944593,FL,PALM BEACH COUNTY,Residential,Wood,1
344903,FL,PALM BEACH COUNTY,Residential,Wood,1
644458,FL,PALM BEACH COUNTY,Residential,Wood,1
957346,FL,PALM BEACH COUNTY,Commercial,Reinforced Concrete,1
977856,FL,PALM BEACH COUNTY,Commercial,Reinforced Concrete,1
886756,FL,PALM BEACH COUNTY,Residential,Masonry,1
581161,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,1
720070,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,1
407217,FL,PALM BEACH COUNTY,Residential,Wood,1
438273,FL,PALM BEACH COUNTY,Residential,Wood,1
556728,FL,PALM BEACH COUNTY,Residential,Wood,1
152986,FL,PALM BEACH COUNTY,Residential,Wood,1
180538,FL,PALM BEACH COUNTY,Residential,Wood,1
209514,FL,PALM BEACH COUNTY,Residential,Wood,1
951033,FL,PALM BEACH COUNTY,Residential,Wood,1
575217,FL,PALM BEACH COUNTY,Residential,Wood,1
580068,FL,PALM BEACH COUNTY,Residential,Wood,1
870879,FL,PALM BEACH COUNTY,Residential,Wood,1
488091,FL,PALM BEACH COUNTY,Residential,Wood,1
359930,FL,PALM BEACH COUNTY,Residential,Wood,1
423834,FL,PALM BEACH COUNTY,Residential,Wood,1
568871,FL,PALM BEACH COUNTY,Residential,Wood,1
762634,FL,PALM BEACH COUNTY,Residential,Wood,1
690479,FL,PALM BEACH COUNTY,Residential,Wood,1
623762,FL,PALM BEACH COUNTY,Residential,Wood,1
251162,FL,PALM BEACH COUNTY,Residential,Wood,1
799860,FL,PALM BEACH COUNTY,Residential,Wood,1
885178,FL,PALM BEACH COUNTY,Residential,Wood,1
642786,FL,PALM BEACH COUNTY,Residential,Wood,1
668189,FL,PALM BEACH COUNTY,Residential,Wood,1
796534,FL,PALM BEACH COUNTY,Residential,Wood,1
996553,FL,PALM BEACH COUNTY,Residential,Wood,1
433022,FL,PALM BEACH COUNTY,Residential,Wood,3
288264,FL,PALM BEACH COUNTY,Residential,Wood,3
864826,FL,PALM BEACH COUNTY,Residential,Wood,3
509538,FL,PALM BEACH COUNTY,Residential,Wood,3
541227,FL,PALM BEACH COUNTY,Residential,Wood,3
865795,FL,PALM BEACH COUNTY,Residential,Wood,3
193459,FL,PALM BEACH COUNTY,Residential,Wood,3
106402,FL,PALM BEACH COUNTY,Residential,Wood,3
569879,FL,PALM BEACH COUNTY,Residential,Wood,3
553841,FL,PALM BEACH COUNTY,Residential,Wood,3
262118,FL,PALM BEACH COUNTY,Residential,Wood,3
137031,FL,PALM BEACH COUNTY,Residential,Wood,3
716135,FL,PALM BEACH COUNTY,Residential,Wood,3
147645,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
964448,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
812905,FL,PALM BEACH COUNTY,Commercial,Reinforced Masonry,3
102576,FL,PALM BEACH COUNTY,Residential,Wood,3
658629,FL,PALM BEACH COUNTY,Commercial,Reinforced Concrete,3
609237,FL,PALM BEACH COUNTY,Residential,Wood,1
111308,FL,PALM BEACH COUNTY,Residential,Wood,1
242940,FL,PALM BEACH COUNTY,Residential,Masonry,1
129896,FL,PALM BEACH COUNTY,Residential,Masonry,1
434701,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
806601,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
330166,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
516546,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
812871,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
117896,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
657266,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
727119,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
676150,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
192383,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
453065,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
756677,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
229258,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
843086,FL,HILLSBOROUGH COUNTY,Residential,Masonry,3
172486,FL,HILLSBOROUGH COUNTY,Residential,Wood,3
312773,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
599541,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
457669,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
968917,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
926789,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
638048,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
994078,FL,HILLSBOROUGH COUNTY,Residential,Masonry,3
486549,FL,HILLSBOROUGH COUNTY,Residential,Wood,3
739453,FL,HILLSBOROUGH COUNTY,Residential,Masonry,3
105383,FL,HILLSBOROUGH COUNTY,Residential,Wood,3
538116,FL,HILLSBOROUGH COUNTY,Residential,Wood,3
172742,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
659673,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
851835,FL,HILLSBOROUGH COUNTY,Residential,Wood,4
824985,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
111837,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
286994,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
605073,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
552186,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
325920,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
357485,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
710332,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
458354,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
748577,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
447357,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
117882,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
861116,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
172666,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
738485,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
312281,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
876367,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
628229,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Concrete,1
227261,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
788739,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Masonry,1
605235,FL,HILLSBOROUGH COUNTY,Residential,Wood,3
827614,FL,HILLSBOROUGH COUNTY,Residential,Masonry,3
442938,FL,HILLSBOROUGH COUNTY,Residential,Wood,3
246582,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Concrete,1
680044,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Concrete,1
372905,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
122242,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
879050,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
776826,FL,SUMTER COUNTY,Residential,Masonry,1
490655,FL,SUMTER COUNTY,Residential,Wood,1
688964,FL,SUMTER COUNTY,Residential,Wood,1
386772,FL,SUMTER COUNTY,Residential,Wood,1
339739,FL,SUMTER COUNTY,Residential,Wood,1
894762,FL,SUMTER COUNTY,Commercial,Reinforced Masonry,1
818063,FL,SUMTER COUNTY,Commercial,Reinforced Masonry,1
594183,FL,SUMTER COUNTY,Residential,Masonry,1
172127,FL,SUMTER COUNTY,Residential,Wood,3
340060,FL,SUMTER COUNTY,Residential,Masonry,1
373299,FL,SUMTER COUNTY,Commercial,Reinforced Masonry,1
537051,FL,SUMTER COUNTY,Residential,Wood,3
420738,FL,SUMTER COUNTY,Residential,Wood,1
388277,FL,SUMTER COUNTY,Residential,Wood,1
666021,FL,SUMTER COUNTY,Residential,Wood,1
620311,FL,SUMTER COUNTY,Residential,Wood,3
138652,FL,SUMTER COUNTY,Residential,Wood,1
187167,FL,SUMTER COUNTY,Residential,Wood,4
436081,FL,SUMTER COUNTY,Residential,Wood,1
181066,FL,SUMTER COUNTY,Residential,Wood,1
955966,FL,SUMTER COUNTY,Residential,Wood,3
891033,FL,SUMTER COUNTY,Residential,Masonry,1
354317,FL,SUMTER COUNTY,Residential,Masonry,1
664678,FL,SUMTER COUNTY,Residential,Masonry,3
299873,FL,SUMTER COUNTY,Residential,Masonry,3
578480,FL,SUMTER COUNTY,Residential,Wood,3
851874,FL,SUMTER COUNTY,Residential,Wood,3
686142,FL,SUMTER COUNTY,Residential,Wood,3
780638,FL,SUMTER COUNTY,Residential,Wood,1
933930,FL,SUMTER COUNTY,Residential,Masonry,1
361146,FL,SUMTER COUNTY,Residential,Wood,1
125032,FL,SUMTER COUNTY,Residential,Wood,1
828770,FL,SUMTER COUNTY,Residential,Masonry,1
104389,FL,SUMTER COUNTY,Residential,Wood,1
679963,FL,SUMTER COUNTY,Residential,Wood,1
709549,FL,SUMTER COUNTY,Residential,Masonry,1
574674,FL,SUMTER COUNTY,Residential,Masonry,1
446133,FL,SUMTER COUNTY,Residential,Masonry,1
887396,FL,SUMTER COUNTY,Residential,Masonry,1
617934,FL,SUMTER COUNTY,Residential,Masonry,1
998944,FL,SUMTER COUNTY,Residential,Wood,1
472523,FL,SUMTER COUNTY,Residential,Masonry,1
809476,FL,SUMTER COUNTY,Residential,Wood,1
274131,FL,SUMTER COUNTY,Residential,Wood,1
507183,FL,SUMTER COUNTY,Residential,Wood,1
864054,FL,SUMTER COUNTY,Residential,Wood,1
889318,FL,SUMTER COUNTY,Residential,Masonry,1
915549,FL,SUMTER COUNTY,Residential,Masonry,1
658376,FL,SUMTER COUNTY,Residential,Wood,1
523232,FL,SUMTER COUNTY,Residential,Masonry,1
647538,FL,SUMTER COUNTY,Residential,Wood,1
295049,FL,SUMTER COUNTY,Residential,Masonry,1
166753,FL,SUMTER COUNTY,Residential,Wood,3
159636,FL,SUMTER COUNTY,Residential,Wood,1
261263,FL,SUMTER COUNTY,Residential,Wood,4
789051,FL,SUMTER COUNTY,Residential,Wood,3
521945,FL,SUMTER COUNTY,Commercial,Reinforced Concrete,1
202933,FL,SUMTER COUNTY,Residential,Wood,1
668208,FL,SUMTER COUNTY,Residential,Wood,4
827267,FL,SUMTER COUNTY,Residential,Masonry,4
378195,FL,SUMTER COUNTY,Residential,Masonry,3
725146,FL,SUMTER COUNTY,Residential,Wood,3
341063,FL,SUMTER COUNTY,Residential,Wood,3
132102,FL,SUMTER COUNTY,Residential,Wood,3
850003,FL,SUMTER COUNTY,Residential,Wood,1
555889,FL,SUMTER COUNTY,Residential,Wood,1
818811,FL,SUMTER COUNTY,Residential,Wood,3
915240,FL,SUMTER COUNTY,Commercial,Reinforced Masonry,1
362153,FL,SUMTER COUNTY,Residential,Masonry,1
495513,FL,SUMTER COUNTY,Residential,Masonry,1
857063,FL,SUMTER COUNTY,Residential,Wood,3
866477,FL,SUMTER COUNTY,Residential,Wood,1
496597,FL,SUMTER COUNTY,Residential,Wood,1
634236,FL,SUMTER COUNTY,Residential,Wood,3
286440,FL,SUMTER COUNTY,Residential,Masonry,1
128508,FL,SUMTER COUNTY,Residential,Wood,1
768818,FL,SUMTER COUNTY,Residential,Wood,1
419320,FL,SUMTER COUNTY,Residential,Masonry,3
480062,FL,SUMTER COUNTY,Residential,Wood,3
594543,FL,SUMTER COUNTY,Residential,Wood,3
931141,FL,SUMTER COUNTY,Residential,Wood,3
812292,FL,SUMTER COUNTY,Residential,Wood,3
364858,FL,SUMTER COUNTY,Residential,Wood,3
109197,FL,SUMTER COUNTY,Residential,Wood,3
815955,FL,SUMTER COUNTY,Residential,Wood,3
386052,FL,SUMTER COUNTY,Residential,Wood,3
558919,FL,PASCO COUNTY,Residential,Masonry,1
254615,FL,PASCO COUNTY,Commercial,Reinforced Concrete,1
244934,FL,PASCO COUNTY,Commercial,Reinforced Masonry,3
819921,FL,HERNANDO COUNTY,Residential,Wood,1
599814,FL,PASCO COUNTY,Commercial,Reinforced Masonry,1
519882,FL,PASCO COUNTY,Residential,Wood,1
790383,FL,PASCO COUNTY,Residential,Wood,1
269782,FL,PASCO COUNTY,Residential,Wood,1
167086,FL,HERNANDO COUNTY,Residential,Wood,3
669950,FL,PASCO COUNTY,Residential,Wood,4
899272,FL,PASCO COUNTY,Residential,Wood,4
524557,FL,PASCO COUNTY,Residential,Wood,4
203825,FL,PASCO COUNTY,Residential,Wood,3
417164,FL,PASCO COUNTY,Residential,Wood,1
509558,FL,PASCO COUNTY,Residential,Masonry,1
763687,FL,PASCO COUNTY,Residential,Masonry,1
549735,FL,PASCO COUNTY,Residential,Masonry,1
387329,FL,PASCO COUNTY,Residential,Masonry,1
993227,FL,PASCO COUNTY,Residential,Wood,1
171387,FL,PASCO COUNTY,Residential,Wood,1
928138,FL,PASCO COUNTY,Residential,Wood,4
674570,FL,PASCO COUNTY,Residential,Wood,4
166157,FL,PASCO COUNTY,Residential,Wood,4
202989,FL,PASCO COUNTY,Residential,Wood,4
555615,FL,PASCO COUNTY,Residential,Masonry,1
456173,FL,PASCO COUNTY,Residential,Masonry,1
958073,FL,PASCO COUNTY,Residential,Wood,1
465573,FL,PASCO COUNTY,Residential,Wood,3
619653,FL,PASCO COUNTY,Residential,Wood,1
799891,FL,PASCO COUNTY,Residential,Wood,1
341507,FL,PASCO COUNTY,Residential,Wood,1
225269,FL,PASCO COUNTY,Residential,Wood,1
768697,FL,PASCO COUNTY,Residential,Wood,1
589349,FL,PASCO COUNTY,Residential,Wood,1
739089,FL,PASCO COUNTY,Residential,Wood,1
103904,FL,PASCO COUNTY,Residential,Wood,1
376195,FL,PASCO COUNTY,Residential,Wood,1
862928,FL,PASCO COUNTY,Residential,Wood,1
643442,FL,PASCO COUNTY,Residential,Wood,1
315453,FL,PASCO COUNTY,Residential,Wood,1
909825,FL,PASCO COUNTY,Residential,Wood,1
649578,FL,PASCO COUNTY,Residential,Wood,1
116618,FL,PASCO COUNTY,Residential,Wood,1
386138,FL,PASCO COUNTY,Residential,Wood,1
168262,FL,PASCO COUNTY,Residential,Wood,1
911507,FL,PASCO COUNTY,Residential,Wood,1
930740,FL,PASCO COUNTY,Residential,Wood,1
741796,FL,PASCO COUNTY,Residential,Masonry,1
164188,FL,PASCO COUNTY,Residential,Wood,1
144444,FL,PASCO COUNTY,Residential,Wood,1
499949,FL,PASCO COUNTY,Residential,Wood,1
255828,FL,PASCO COUNTY,Residential,Wood,1
202745,FL,PASCO COUNTY,Residential,Wood,1
328897,FL,PASCO COUNTY,Residential,Wood,1
722310,FL,PASCO COUNTY,Residential,Wood,1
884500,FL,PASCO COUNTY,Residential,Wood,1
601222,FL,PASCO COUNTY,Residential,Wood,1
149987,FL,PASCO COUNTY,Residential,Wood,1
717708,FL,PASCO COUNTY,Residential,Wood,1
590189,FL,PASCO COUNTY,Residential,Wood,1
894048,FL,PASCO COUNTY,Residential,Wood,1
710449,FL,PASCO COUNTY,Residential,Wood,1
745083,FL,PASCO COUNTY,Residential,Wood,1
878715,FL,PASCO COUNTY,Residential,Wood,1
814517,FL,PASCO COUNTY,Residential,Wood,1
457019,FL,PASCO COUNTY,Residential,Masonry,1
668343,FL,PASCO COUNTY,Residential,Masonry,1
820760,FL,PASCO COUNTY,Commercial,Reinforced Masonry,1
442845,FL,PASCO COUNTY,Residential,Masonry,1
251587,FL,PASCO COUNTY,Residential,Masonry,3
304341,FL,PASCO COUNTY,Commercial,Reinforced Masonry,3
924511,FL,PASCO COUNTY,Residential,Wood,3
162936,FL,PASCO COUNTY,Residential,Masonry,3
112226,FL,PASCO COUNTY,Residential,Wood,1
791293,FL,PASCO COUNTY,Residential,Wood,1
121324,FL,PASCO COUNTY,Residential,Masonry,1
413803,FL,PASCO COUNTY,Residential,Masonry,1
617171,FL,PASCO COUNTY,Residential,Masonry,1
446412,FL,PASCO COUNTY,Commercial,Steel Frame,1
815594,FL,PASCO COUNTY,Residential,Wood,1
453332,FL,PASCO COUNTY,Residential,Masonry,1
756858,FL,PASCO COUNTY,Residential,Wood,1
925504,FL,PASCO COUNTY,Residential,Masonry,1
168573,FL,PASCO COUNTY,Residential,Wood,1
433420,FL,PASCO COUNTY,Residential,Masonry,1
618688,FL,PASCO COUNTY,Residential,Wood,4
759605,FL,PASCO COUNTY,Residential,Wood,1
255274,FL,PASCO COUNTY,Residential,Wood,1
258986,FL,PASCO COUNTY,Residential,Wood,1
505543,FL,PASCO COUNTY,Residential,Wood,1
559904,FL,PASCO COUNTY,Residential,Wood,1
643925,FL,PASCO COUNTY,Residential,Wood,1
513822,FL,PASCO COUNTY,Residential,Wood,1
300452,FL,PASCO COUNTY,Residential,Wood,1
367697,FL,PASCO COUNTY,Residential,Wood,1
225075,FL,PASCO COUNTY,Commercial,Reinforced Masonry,1
600745,FL,PASCO COUNTY,Residential,Wood,1
217140,FL,PASCO COUNTY,Residential,Wood,1
346416,FL,PASCO COUNTY,Residential,Wood,1
994505,FL,PASCO COUNTY,Residential,Wood,3
411965,FL,PASCO COUNTY,Residential,Masonry,1
993148,FL,PASCO COUNTY,Residential,Masonry,1
206722,FL,PASCO COUNTY,Residential,Wood,1
263184,FL,PASCO COUNTY,Residential,Masonry,1
730460,FL,PASCO COUNTY,Residential,Masonry,1
714903,FL,PASCO COUNTY,Residential,Wood,1
369169,FL,PASCO COUNTY,Residential,Wood,1
536246,FL,PASCO COUNTY,Residential,Masonry,1
187863,FL,PASCO COUNTY,Residential,Masonry,1
910821,FL,PASCO COUNTY,Residential,Wood,1
841560,FL,PASCO COUNTY,Residential,Masonry,1
200586,FL,PASCO COUNTY,Residential,Masonry,1
499524,FL,PASCO COUNTY,Residential,Wood,1
447817,FL,PASCO COUNTY,Residential,Wood,1
291523,FL,PASCO COUNTY,Residential,Wood,1
349692,FL,PASCO COUNTY,Residential,Masonry,1
468721,FL,PASCO COUNTY,Residential,Masonry,1
736062,FL,PASCO COUNTY,Residential,Masonry,1
775743,FL,PASCO COUNTY,Residential,Masonry,1
516888,FL,PASCO COUNTY,Residential,Masonry,1
203278,FL,PASCO COUNTY,Residential,Masonry,1
980577,FL,PASCO COUNTY,Residential,Masonry,1
747733,FL,PASCO COUNTY,Residential,Masonry,1
265283,FL,PASCO COUNTY,Residential,Wood,1
537308,FL,PASCO COUNTY,Commercial,Reinforced Masonry,1
191324,FL,PASCO COUNTY,Residential,Masonry,1
919641,FL,PASCO COUNTY,Residential,Wood,1
176988,FL,PASCO COUNTY,Residential,Wood,1
546185,FL,PASCO COUNTY,Residential,Masonry,1
405706,FL,PASCO COUNTY,Residential,Masonry,1
826914,FL,PASCO COUNTY,Residential,Masonry,1
686763,FL,PASCO COUNTY,Commercial,Reinforced Masonry,1
164652,FL,PASCO COUNTY,Residential,Masonry,1
380695,FL,PASCO COUNTY,Residential,Wood,1
813417,FL,PASCO COUNTY,Residential,Masonry,1
796137,FL,PASCO COUNTY,Residential,Masonry,1
469945,FL,PASCO COUNTY,Residential,Wood,1
708572,FL,PASCO COUNTY,Residential,Masonry,1
784619,FL,PASCO COUNTY,Residential,Masonry,1
234881,FL,PASCO COUNTY,Residential,Wood,3
650301,FL,PASCO COUNTY,Residential,Wood,4
149330,FL,PASCO COUNTY,Residential,Wood,4
426350,FL,PASCO COUNTY,Residential,Wood,4
800947,FL,PASCO COUNTY,Residential,Masonry,4
408939,FL,PASCO COUNTY,Residential,Masonry,4
950687,FL,PASCO COUNTY,Residential,Masonry,4
741422,FL,PASCO COUNTY,Residential,Wood,4
853685,FL,PASCO COUNTY,Residential,Wood,4
638604,FL,PASCO COUNTY,Residential,Wood,4
338094,FL,PASCO COUNTY,Residential,Wood,4
212605,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
981665,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
796749,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
198196,FL,HILLSBOROUGH COUNTY,Commercial,Reinforced Concrete,3
122365,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
578705,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
476019,FL,HILLSBOROUGH COUNTY,Residential,Masonry,1
533476,FL,HILLSBOROUGH COUNTY,Residential,Wood,1
545120,FL,HILLSBOROUGH COUNTY,Residential,Wood,4
379401,FL,PASCO COUNTY,Residential,Masonry,3
810269,FL,SUMTER COUNTY,Residential,Masonry,1
441905,FL,SUMTER COUNTY,Residential,Masonry,4
839293,FL,SUMTER COUNTY,Residential,Wood,3
657487,FL,SUMTER COUNTY,Residential,Wood,3
305460,FL,SUMTER COUNTY,Residential,Wood,1
550371,FL,SUMTER COUNTY,Residential,Wood,1
880017,FL,SUMTER COUNTY,Residential,Wood,1
171275,FL,SUMTER COUNTY,Residential,Masonry,1
853055,FL,SUMTER COUNTY,Residential,Masonry,1
883858,FL,SUMTER COUNTY,Residential,Masonry,1
865132,FL,SUMTER COUNTY,Commercial,Reinforced Masonry,1
678251,FL,SUMTER COUNTY,Residential,Wood,1
677064,FL,SUMTER COUNTY,Residential,Masonry,4
964181,FL,SUMTER COUNTY,Residential,Wood,3
958107,FL,SUMTER COUNTY,Residential,Wood,3
864818,FL,SUMTER COUNTY,Residential,Wood,3
361384,FL,SUMTER COUNTY,Residential,Masonry,3
916145,FL,SUMTER COUNTY,Residential,Wood,1
114577,FL,SUMTER COUNTY,Residential,Wood,1
401964,FL,SUMTER COUNTY,Residential,Wood,1
137019,FL,SUMTER COUNTY,Residential,Wood,1
786654,FL,SUMTER COUNTY,Residential,Wood,4
145217,FL,SUMTER COUNTY,Residential,Wood,4
